013210,SECCION COMPLETA DEL CUERPO CALLOSO (CALLOSOTOMIA) VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,13210
013211,AMIGDALOHIPOCAMPECTOMIA SELECTIVA (TRACTO CEREBRAL) POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,13211
013212,AMIGDALOHIPOCAMPECTOMIA SELECTIVA (TRACTO CEREBRAL) CON ABLACION,CapItulo 01 SISTEMA NERVIOSO,13212
013213,AMIGDALOHIPOCAMPECTOMIA SUPRASELECTIVA (TRACTO CEREBRAL) VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,13213
013214,TRACTOTOMIA LOBAR POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,13214
013215,TRACTOTOMIA LOBAR VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,13215
013216,CINGULOTOMIA ESTEREOTACTICA,CapItulo 01 SISTEMA NERVIOSO,13216
013217,CINGULOTOMIA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,13217
013218,CINGULOTOMIA CON ABLACION,CapItulo 01 SISTEMA NERVIOSO,13218
013219,TRACTOTOMIA MESENCEFALICA U OTRA LESION DE TALLO CEREBRAL,CapItulo 01 SISTEMA NERVIOSO,13219
014103,TALAMOTOMIA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,14103
014201,PALIDOTOMIA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,14201
014301,SUBTALAMOTOMIA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,14301
014401,LESION EN OTRAS ESTRUCTURAS SUBCORTICALES,CapItulo 01 SISTEMA NERVIOSO,14401
015101,RESECCION TUMOROSEO POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,15101
015102,RESECCION TUMOROSEO POR CRANIECTOMIA,CapItulo 01 SISTEMA NERVIOSO,15102
015103,ESCISION DE LESION CRANEAL,CapItulo 01 SISTEMA NERVIOSO,15103
015104,CORRECCION DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA,CapItulo 01 SISTEMA NERVIOSO,15104
015201,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA CRANEOFACIAL ANTERIOR,CapItulo 01 SISTEMA NERVIOSO,15201
015202,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA CRANEOFACIAL ANTEROLATERAL,CapItulo 01 SISTEMA NERVIOSO,15202
015203,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA ANTEROLATERAL Y RINOTOMIA LATERAL,CapItulo 01 SISTEMA NERVIOSO,15203
015204,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA TRANSCIGOMATICA Y TRANSPALATAL,CapItulo 01 SISTEMA NERVIOSO,15204
015205,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR,CapItulo 01 SISTEMA NERVIOSO,15205
015206,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA ENDONASAL (EXTENDIDA),CapItulo 01 SISTEMA NERVIOSO,15206
015301,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL,CapItulo 01 SISTEMA NERVIOSO,15301
015302,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR ABORDAJE TRANSMAXILAR,CapItulo 01 SISTEMA NERVIOSO,15302
015303,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,15303
015304,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL Y OSTEOTOMIA ZIGOMATICA,CapItulo 01 SISTEMA NERVIOSO,15304
015305,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL EXTENDIDA,CapItulo 01 SISTEMA NERVIOSO,15305
015306,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL,CapItulo 01 SISTEMA NERVIOSO,15306
015307,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA PREAURICULAR INFRATENTORIAL Y CERVICOTOMIA,CapItulo 01 SISTEMA NERVIOSO,15307
015308,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL,CapItulo 01 SISTEMA NERVIOSO,15308
015309,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR ORBITOTOMIA LATERAL,CapItulo 01 SISTEMA NERVIOSO,15309
015310,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL,CapItulo 01 SISTEMA NERVIOSO,15310
015311,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,15311
015313,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA ENDONASAL (EXTENDIDA),CapItulo 01 SISTEMA NERVIOSO,15313
015314,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA INFRATEMPORAL TRANSPTERIGOIDEA,CapItulo 01 SISTEMA NERVIOSO,15314
015401,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA EXTREMO LATERAL,CapItulo 01 SISTEMA NERVIOSO,15401
015402,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA FRONTO ORBITO ETMOIDAL,CapItulo 01 SISTEMA NERVIOSO,15402
015403,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA SUBTEMPORAL PREAURICULAR INFRATEMPORAL Y CERVICOTOMIA TRANSMANDIBULAR,CapItulo 01 SISTEMA NERVIOSO,15403
015404,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSORAL,CapItulo 01 SISTEMA NERVIOSO,15404
015405,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA MAXILOTOMIA EXTENDIDA,CapItulo 01 SISTEMA NERVIOSO,15405
015406,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSLABERINTICA,CapItulo 01 SISTEMA NERVIOSO,15406
015407,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSCOCLEAR,CapItulo 01 SISTEMA NERVIOSO,15407
015408,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA FOSA MEDIA,CapItulo 01 SISTEMA NERVIOSO,15408
015409,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA SUBOCCIPITAL RETROMASTOIDEA,CapItulo 01 SISTEMA NERVIOSO,15409
015410,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR,CapItulo 01 SISTEMA NERVIOSO,15410
015411,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA ENDONASAL (EXTENDIDA),CapItulo 01 SISTEMA NERVIOSO,15411
015412,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR VIA TRANSTUBERCULOYUGULAR O TRANSCONDILAR,CapItulo 01 SISTEMA NERVIOSO,15412
015501,TOMA DE INJERTOOSEO DE CRANEO,CapItulo 01 SISTEMA NERVIOSO,15501
015502,RESECCION DE TEJIDO CRANEAL,CapItulo 01 SISTEMA NERVIOSO,15502
016101,RESECCION TUMOR DE MENINGE CEREBRAL POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,16101
016102,RESECCION TUMOR DE MENINGE CEREBRAL POR CRANIECTOMIA CON DUROPLASTIA Y CRANEOPLASTIA,CapItulo 01 SISTEMA NERVIOSO,16102
016103,RESECCION DE TUMORES EN MENINGES CEREBRALES,CapItulo 01 SISTEMA NERVIOSO,16103
016201,RESECCION TUMOR DE LA HOZ POR CRANEOTOMIA Y PLASTIA,CapItulo 01 SISTEMA NERVIOSO,16201
016202,RESECCION TUMORES DE LA HOZ,CapItulo 01 SISTEMA NERVIOSO,16202
016301,RESECCION TUMOR DEL TENTORIO POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,16301
016302,RESECCION TUMORES DEL TENTORIO,CapItulo 01 SISTEMA NERVIOSO,16302
016401,DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,16401
016402,RESECCION DE OTRA LESION DE MENINGE CEREBRAL,CapItulo 01 SISTEMA NERVIOSO,16402
017001,DRENAJE DE COLECCIONES INTRACEREBRALES POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17001
017002,DRENAJE DE COLECCIONES INTRACEREBRALES GUIADO POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,17002
017003,DRENAJE DE COLECCIONES INTRACEREBRALES POR PUNCION DIRIGIDA,CapItulo 01 SISTEMA NERVIOSO,17003
017004,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17004
017005,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR GUIADO POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,17005
017006,DRENAJE DE COLECCIONES INTRACEREBRALES,CapItulo 01 SISTEMA NERVIOSO,17006
017201,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17201
017202,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO POR CRANEOTOMIA OSTEOPLASTICA,CapItulo 01 SISTEMA NERVIOSO,17202
017203,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,17203
017204,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO CON ESTIMULACION CORTICAL,CapItulo 01 SISTEMA NERVIOSO,17204
017205,RESECCION VOLUMETRICA DE TUMOR SUPRATENTORIAL HEMISFERICO CON ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,17205
017206,RESECCION DE TUMORES SUPRATENTORIALES HEMISFERICOS,CapItulo 01 SISTEMA NERVIOSO,17206
017209,DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL,CapItulo 01 SISTEMA NERVIOSO,17209
017301,RESECCION TUMOR INTRACEREBELOSO POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17301
017302,RESECCION TUMORES INFRATENTORIALES HEMISFERICOS,CapItulo 01 SISTEMA NERVIOSO,17302
017303,DRENAJE DE QUISTE TUMORAL INFRATENTORIAL,CapItulo 01 SISTEMA NERVIOSO,17303
017401,RESECCION DE LESION O TUMOR DE LINEA MEDIA SUPRATENTORIAL POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17401
017403,RESECCION DE LESION O TUMOR DE LINEA MEDIA SUPRATENTORIALES VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,17403
017404,RESECCION DE LESION O TUMOR DE LA REGION PINEAL VIA SUPRATENTORIAL,CapItulo 01 SISTEMA NERVIOSO,17404
017405,RESECCION DE LESION O TUMOR DE LA REGION PINEAL VIA INFRATENTORIAL,CapItulo 01 SISTEMA NERVIOSO,17405
017406,RESECCION DE LESION O TUMOR DE LA REGION PINEAL VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,17406
017501,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL EXTRA AXIAL POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17501
017502,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL EXTRA AXIAL POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,CapItulo 01 SISTEMA NERVIOSO,17502
017504,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES) POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17504
017505,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES) POR CRANEOTOMIA DE FOSA MEDIA,CapItulo 01 SISTEMA NERVIOSO,17505
017508,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL) POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17508
017509,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL) POR CRANEOTOMIA SUBTEMPORAL,CapItulo 01 SISTEMA NERVIOSO,17509
017601,RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17601
017603,RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES POR ENDOSCOPIA,CapItulo 01 SISTEMA NERVIOSO,17603
017701,RESECCION DE LESIONES VENTRICULARES INFRATENTORIALES POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,17701
017702,RESECCION DE LESIONES VENTRICULARES INFRATENTORIALES POR ENDOSCOPIA,CapItulo 01 SISTEMA NERVIOSO,17702
017801,RESECCION DE LESIONES INTRAVENTRICULARES DE LINEA MEDIA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17801
017802,RESECCION DE LESIONES INTRAVENTRICULARES DE LINEA MEDIA,CapItulo 01 SISTEMA NERVIOSO,17802
017803,RESECCION DE LESIONES INTRAVENTRICULARES DE LINEA MEDIA VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,17803
017806,DRENAJE DE QUISTE TUMORAL DE LINEA MEDIA INTRAVENTRICULAR POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,17806
017807,DRENAJE DE QUISTE TUMORAL DE LINEA MEDIA INTRAVENTRICULAR VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,17807
018103,HEMISFERECTOMIA CEREBRAL ANATOMICA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,18103
018104,HEMISFERECTOMIA CEREBRAL FUNCIONAL POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,18104
018105,HEMISFERECTOMIA CEREBRAL FUNCIONAL VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,18105
018106,HEMISFEROTOMIA CEREBRAL POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,18106
018107,HEMISFEROTOMIA CEREBRAL VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,18107
018201,HEMISFERECTOMIA CEREBELOSA POR CRANEOTOMIA SUBOCCIPITAL,CapItulo 01 SISTEMA NERVIOSO,18201
018202,HEMISFERECTOMIA CEREBELOSA,CapItulo 01 SISTEMA NERVIOSO,18202
019101,LOBECTOMIA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,19101
019201,LOBECTOMIA POR CRANIECTOMIA,CapItulo 01 SISTEMA NERVIOSO,19201
020001,REMODELACION CRANEANA TOTAL,CapItulo 01 SISTEMA NERVIOSO,20001
020105,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,20105
020106,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA CON AVANCE FRONTO-ORBITARIO CON O SIN DISTRACCION,CapItulo 01 SISTEMA NERVIOSO,20106
020107,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA CON AVANCE FRONTO NASAL (LEFORT III),CapItulo 01 SISTEMA NERVIOSO,20107
020108,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA CON AVANCE FRONTO MAXILAR (LEFORT II),CapItulo 01 SISTEMA NERVIOSO,20108
020109,APERTURA DE SUTURA CRANEAL,CapItulo 01 SISTEMA NERVIOSO,20109
020110,CORRECCION DE CRANEO ESTENOSIS MULTIPLE CON BRAQUICEFALIA CON AVANCE FRONTO ORBITARIO POR CRANIECTOMIA,CapItulo 01 SISTEMA NERVIOSO,20110
020111,CORRECCION DE CRANEO ESTENOSIS MULTIPLE CON BRAQUICEFALIA CON AVANCE FRONTO ORBITARIO VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,20111
020112,CORRECCION DE ASIMETRIA CRANEANA,CapItulo 01 SISTEMA NERVIOSO,20112
020113,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA CON AVANCE FRONTO FACIAL CON O SIN DISTRACCION,CapItulo 01 SISTEMA NERVIOSO,20113
020114,ROTACION DE HEMICARAS O BIPARTICION FACIAL,CapItulo 01 SISTEMA NERVIOSO,20114
020115,EXPANSION CRANEANA ANTERIOR,CapItulo 01 SISTEMA NERVIOSO,20115
020116,EXPANSION CRANEANA POSTERIOR,CapItulo 01 SISTEMA NERVIOSO,20116
020201,ESQUIRLECTOMIA CRANEAL A TRAVES DE TREPANACION,CapItulo 01 SISTEMA NERVIOSO,20201
020202,DESBRIDAMIENTO DE FRACTURA COMPUESTA (CONMINUTA) DE CRANEO,CapItulo 01 SISTEMA NERVIOSO,20202
020203,REDUCCION DE FRACTURA CRANEAL (HUNDIMIENTO SIN COMPROMISO DE DURA) CON ESQUIRLECTOMIA Y CRANEOPLASTIA,CapItulo 01 SISTEMA NERVIOSO,20203
020204,REDUCCION DE FRACTURA COMPUESTA (CONMINUTA) DE CRANEO CON PLASTIA DURAL Y LIMPIEZA HEMOSTASIA CEREBRAL (DESBRIDAMIENTO) EN UN SOLO TIEMPO,CapItulo 01 SISTEMA NERVIOSO,20204
020205,ELEVACION DE FRAGMENTOS DE FRACTURA DE CRANEO,CapItulo 01 SISTEMA NERVIOSO,20205
020206,REDUCCION DE FRACTURA CRANEAL VIA ENDOSCOPICA,CapItulo 01 SISTEMA NERVIOSO,20206
020401,CORRECCION DE DEFECTOOSEO PREEXISTENTE POR CRANEOPLASTIA CON INJERTO AUTOLOGO O HETEROLOGO,CapItulo 01 SISTEMA NERVIOSO,20401
020402,INJERTOOSEO EN CRANEO,CapItulo 01 SISTEMA NERVIOSO,20402
020501,INSERCION O SUSTITUCION DE DISPOSITIVO DE FIJACION U OSTEOSINTESIS EN CRANEO,CapItulo 01 SISTEMA NERVIOSO,20501
020502,RECONSTRUCCION PROTESICA DE BOVEDA CRANEAL CON DISPOSITIVOS DE FIJACION U OSTEOSINTESIS,CapItulo 01 SISTEMA NERVIOSO,20502
020503,RECONSTRUCCION PROTESICA DE UNION CRANEOFACIAL CON DISPOSITIVOS DE FIJACION U OSTEOSINTESIS,CapItulo 01 SISTEMA NERVIOSO,20503
020601,CORRECCION DISPLASIA FIBROSA POR CRANEOPLASTIA,CapItulo 01 SISTEMA NERVIOSO,20601
020602,OSTEOPLASTIA CRANEAL,CapItulo 01 SISTEMA NERVIOSO,20602
020701,EXTRACCION O SUSTITUCION DE DISPOSITIVO DE FIJACION U OSTEOSINTESIS EN CRANEO,CapItulo 01 SISTEMA NERVIOSO,20701
021101,CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA POR CRANEOTOMIA,CapItulo 01 SISTEMA NERVIOSO,21101
