Id|Codigo|Nombre|Habilitado
639|1629|ROLICIPRINA|1
640|1630|GUALENATO DE SODIO|1
641|1631|BUTINOLINA|1
642|1632|GLIOCTAMIDA|1
643|1633|ALCLOXA|1
644|1634|ALDIOXA|1
645|1635|GLUCALDRATO DE POTASIO|1
646|1637|MEFEXAMIDA|1
647|1639|PROPANIDID|1
648|164|METESTROL|1
649|1640|CLOFEXAMIDA|1
650|1641|PRILOCAINA|1
651|1642|FENMETRAMIDA|1
652|1643|QUINBOLONA|1
653|1644|DEMECICLINA|1
654|1646|MINOCICLINA|1
655|1647|ADICILINA|1
656|1648|ETIAZIDA|1
657|1649|IBUFENACO|1
658|165|INSULINA ISOFANA|1
659|1650|CAPURIDA|1
660|1651|ACIDO ETACRINICO|1
661|1652|AMINOREX|1
662|1653|CLOMINOREX|1
663|1654|FLUMINOREX|1
664|1655|ESPIROXATRINA|1
665|1656|CARBASALATO CALCICO|1
666|1658|SIMTRAZENO|1
667|1660|PENMESTEROL|1
668|1661|CLIBUCAINA|1
669|1663|PROTRIPTILINA|1
670|1664|CICLAZOCINA|1
671|1665|ESPIRAMIDA|1
672|1666|PROTEOBROMINA|1
673|1667|ETOFILINA|1
674|1669|TEOFILINA EFEDRINA|1
675|1670|TEODRENALINA|1
676|1671|PIRINOLINA|1
677|1672|PENTAGESTRONA|1
678|1673|ACIDO IOSEFAMICO|1
679|1674|PENTAZOCINA|1
680|1676|DAPSONA|1
681|1677|CARBOCROMENO|1
682|1679|LIMECICLINA|1
683|168|CICLAMATO DE SODIO|1
684|1684|CIPIONATO DE OXABOLONA|1
685|1687|FURTERENO|1
686|1688|TRICLODAZOL|1
687|1689|DIMETIODAL DE SODIO|1
688|169|MACROGOL|1
689|1691|PIRIDOFILINA|1
690|1692|TRITOCUALINA|1
691|1694|FENOZOLONA|1
692|1695|APOLATO DE SODIO|1
693|1696|CLORPRENALINA|1
694|1698|MIMBRANO|1
695|1699|ETOZOLINA|1
696|17|CANFOTAMIDA|1
697|1700|HIDROCODONA|1
698|1701|OXICODONA|1
699|1702|NORPIPANONA|1
700|1703|AZIDANFENICOL|1
701|1704|METRIFONATO|1
702|1705|CUMAFOS|1
703|1707|TERIZIDONA|1
704|1708|BENCETIMIDA|1
705|1709|CITARABINA|1
706|171|MEFENESINA|1
707|1710|BROMURO DE PARAPENZOLATO|1
708|1711|ARGININA|1
709|1712|POLIETADENO|1
710|1713|MALETAMERO|1
711|1714|TRIMETADIONA|1
712|1715|NORGESTERONA|1
713|1716|BRONOPOL|1
714|1717|CLOMETIAZOL|1
715|1719|TOSILATO DE TRETINIO|1
716|1720|TRIAZICUONA|1
717|1721|TIBAMATO|1
718|1722|MEBANAZINA|1
719|1725|NIFURCICLINA|1
720|1726|AMICICLINA|1
721|1727|PRAZEPAM|1
722|1728|SULAZEPAM|1
723|1729|TIOMESTERONA|1
724|1730|TOLNAFTATO|1
725|1731|ALOPURINOL|1
726|1732|CLORURO DE DIMETILTUBOCURARINIO|1
727|1733|ACLOMIDA|1
728|1734|ETAFEDRINA|1
729|1736|BROMURO DE QUINDONIO|1
730|1737|PIROVALERONA|1
731|1738|DIBENZEPINA|1
732|1739|PIMETIXENO|1
733|174|ASCORBATO DE SODIO|1
734|1740|METOCLOPRAMIDA|1
735|1742|METISAZONA|1
736|1744|PANTENOL|1
737|1745|FLUPENTIXOL|1
738|1746|CETOFENICOL|1
739|1747|NIFURTIAZOL|1
740|1748|ESPIROXASONA|1
741|1749|PROPIOLACTONA|1
742|1751|MESILATO DE AMIDEFRINA|1
743|1752|QUILIFOLINA|1
744|1753|TOFENACINA|1
745|1754|HEPZIDINA|1
746|1756|XILOCUMAROL|1
747|1758|CIHEPTROPINA|1
748|1759|HEXOBENDINA|1
749|176|CICLIZINA|1
750|1760|HOMOFENAZINA|1
751|1762|CLOPONONA|1
752|1764|MOBECARBO|1
753|1765|PIBECARBO|1
754|1766|CARFIMATO|1
755|1768|OSALMIDA|1
756|1769|METANIAZIDA|1
757|177|FITOMENADIONA|1
758|1770|HIDROMORFONA|1
759|1772|TROCLOSENO DE POTASIO|1
760|1773|MOFEBUTAZONA|1
761|1774|DIFENHIDRAMINA|1
762|1775|NICEVERINA|1
763|1776|OCTAMOXINA|1
764|1777|BROMURO DE XENITROPIO|1
765|1778|QUINESTRADOL|1
766|1779|DIMECAMINA|1
767|1780|FENHARMANO|1
768|1781|DISULFIRAM|1
769|1782|DOXILAMINA|1
770|1783|ETACRIDINA|1
771|1784|EMBRAMINA|1
772|1786|IODURO DE HEXASONIO|1
773|1788|IODURO DE OXISONIO|1
774|1789|CARBENOXOLONA|1
775|179|CLOROPIRAMINA|1
776|1790|DOSULEPINA|1
777|1791|MOXASTINA|1
778|1792|MEFESERPINA|1
779|1793|IODURO DE TIAMETONIO|1
780|1794|ENOXOLONA|1
781|1795|CLOREXOLONA|1
782|1796|DEHIDROEMETINA|1
783|1797|PROXAZOL|1
784|1798|MELADRAZINA|1
785|18|PARETOXICAINA|1
786|180|IBROTAMIDA|1
787|1800|ETOXAZORUTOSIDO|1
788|1801|FLUSPIRILENO|1
789|1803|ACIDO IOGLICAMICO|1
790|1804|GLIMIDINA DE SODIO|1
791|1805|NAFTALOFOS|1
792|1806|PENGITOXINA|1
